datetime,RAIN,ispu,station
2013-08-30,0.0,17,Nongzhanguan
2013-08-31,0.0,32,Nongzhanguan
2013-09-01,0.20833333333333334,51,Nongzhanguan
2013-09-02,0.0,46,Nongzhanguan
2013-09-03,0.0,69,Nongzhanguan
2013-09-04,0.3541666666666667,41,Nongzhanguan
2013-09-05,0.35833333333333334,25,Nongzhanguan
2013-09-06,0.07916666666666666,42,Nongzhanguan
2013-09-07,0.0,51,Nongzhanguan
2013-09-08,0.004166666666666667,84,Nongzhanguan
2013-09-09,0.029166666666666664,45,Nongzhanguan
2013-09-10,0.0,44,Nongzhanguan
2013-09-11,0.0,70,Nongzhanguan
2013-09-12,0.525,109,Nongzhanguan
2013-09-13,0.09999999999999999,58,Nongzhanguan
2013-09-14,0.0,36,Nongzhanguan
2013-09-15,0.0,28,Nongzhanguan
2013-09-16,0.0,51,Nongzhanguan
2013-09-17,0.125,68,Nongzhanguan
2013-09-18,0.1625,61,Nongzhanguan
2013-09-19,0.008333333333333333,68,Nongzhanguan
2013-09-20,0.0,33,Nongzhanguan
2013-09-21,0.0,57,Nongzhanguan
2013-09-22,0.008333333333333333,76,Nongzhanguan
2013-09-23,0.33749999999999997,33,Nongzhanguan
2013-09-24,0.0,13,Nongzhanguan
2013-09-25,0.0,20,Nongzhanguan
2013-09-26,0.0,51,Nongzhanguan
2013-09-27,0.0,132,Nongzhanguan
2013-09-28,0.0,141,Nongzhanguan
2013-09-29,0.0,132,Nongzhanguan
2013-09-30,0.0,79,Nongzhanguan
2013-10-01,0.9375,45,Nongzhanguan
2013-10-02,0.0,15,Nongzhanguan
2013-10-03,0.0,51,Nongzhanguan
2013-10-04,0.0,97,Nongzhanguan
2013-10-05,0.0,174,Nongzhanguan
2013-10-06,0.0,118,Nongzhanguan
2013-10-07,0.0,54,Nongzhanguan
2013-10-08,0.0,50,Nongzhanguan
2013-10-09,0.0,95,Nongzhanguan
2013-10-10,0.0,60,Nongzhanguan
2013-10-11,0.0,47,Nongzhanguan
2013-10-12,0.0,47,Nongzhanguan
2013-10-13,0.004166666666666667,32,Nongzhanguan
2013-10-14,0.008333333333333333,23,Nongzhanguan
2013-10-15,0.0,16,Nongzhanguan
2013-10-16,0.0,43,Nongzhanguan
2013-10-17,0.0,99,Nongzhanguan
2013-10-18,0.0,134,Nongzhanguan
2013-10-19,0.0,41,Nongzhanguan
2013-10-20,0.0,18,Nongzhanguan
2013-10-21,0.0,70,Nongzhanguan
2013-10-22,0.0,81,Nongzhanguan
2013-10-23,0.0,19,Nongzhanguan
2013-10-24,0.0,18,Nongzhanguan
2013-10-25,0.0,32,Nongzhanguan
2013-10-26,0.0,47,Nongzhanguan
2013-10-27,0.0,142,Nongzhanguan
2013-10-28,0.0,173,Nongzhanguan
2013-10-29,0.0,37,Nongzhanguan
2013-10-30,0.0,79,Nongzhanguan
2013-10-31,0.0,107,Nongzhanguan
2013-11-01,0.0,136,Nongzhanguan
2013-11-02,0.0,155,Nongzhanguan
2013-11-03,0.0,39,Nongzhanguan
2013-11-04,0.0,35,Nongzhanguan
2013-11-05,0.0,150,Nongzhanguan
2013-11-06,0.0,101,Nongzhanguan
2013-11-07,0.0,29,Nongzhanguan
2013-11-08,0.0,113,Nongzhanguan
2013-11-09,0.0,73,Nongzhanguan
2013-11-10,0.0,23,Nongzhanguan
2013-11-11,0.0,33,Nongzhanguan
2013-11-12,0.0,46,Nongzhanguan
2013-11-13,0.0,121,Nongzhanguan
2013-11-14,0.0,65,Nongzhanguan
2013-11-15,0.0,103,Nongzhanguan
2013-11-16,0.0,61,Nongzhanguan
2013-11-17,0.0,12,Nongzhanguan
2013-11-18,0.0,14,Nongzhanguan
2013-11-19,0.0,20,Nongzhanguan
2013-11-20,0.0,41,Nongzhanguan
2013-11-21,0.0,72,Nongzhanguan
2013-11-22,0.0,92,Nongzhanguan
2013-11-23,0.0,137,Nongzhanguan
2013-11-24,0.0,90,Nongzhanguan
2013-11-25,0.0,13,Nongzhanguan
2013-11-26,0.0,35,Nongzhanguan
2013-11-27,0.0,28,Nongzhanguan
2013-11-28,0.0,24,Nongzhanguan
2013-11-29,0.0,41,Nongzhanguan
2013-11-30,0.0,31,Nongzhanguan
2013-12-01,0.0,55,Nongzhanguan
2013-12-02,0.0,93,Nongzhanguan
2013-12-03,0.0,65,Nongzhanguan
2013-12-04,0.0,71,Nongzhanguan
2013-12-05,0.0,38,Nongzhanguan
2013-12-06,0.0,104,Nongzhanguan
2013-12-07,0.0,210,Nongzhanguan
2013-12-08,0.0,140,Nongzhanguan
2013-12-09,0.0,16,Nongzhanguan
2013-12-10,0.0,34,Nongzhanguan
2013-12-11,0.0,23,Nongzhanguan
2013-12-12,0.0,21,Nongzhanguan
2013-12-13,0.0,47,Nongzhanguan
2013-12-14,0.0,41,Nongzhanguan
2013-12-15,0.0,35,Nongzhanguan
2013-12-16,0.0,110,Nongzhanguan
2013-12-17,0.0,55,Nongzhanguan
2013-12-18,0.0,33,Nongzhanguan
2013-12-19,0.0,34,Nongzhanguan
2013-12-20,0.0,33,Nongzhanguan
2013-12-21,0.0,49,Nongzhanguan
2013-12-22,0.0,116,Nongzhanguan
2013-12-23,0.0,119,Nongzhanguan
2013-12-24,0.0,202,Nongzhanguan
2013-12-25,0.0,144,Nongzhanguan
2013-12-26,0.0,16,Nongzhanguan
2013-12-27,0.0,19,Nongzhanguan
2013-12-28,0.0,13,Nongzhanguan
2013-12-29,0.0,57,Nongzhanguan
2013-12-30,0.0,52,Nongzhanguan
2013-12-31,0.0,92,Nongzhanguan
2014-01-01,0.0,75,Nongzhanguan
2014-01-02,0.0,136,Nongzhanguan
2014-01-03,0.0,69,Nongzhanguan
2014-01-04,0.0,104,Nongzhanguan
2014-01-05,0.0,66,Nongzhanguan
2014-01-06,0.0,82,Nongzhanguan
2014-01-07,0.0,65,Nongzhanguan
2014-01-08,0.0,15,Nongzhanguan
2014-01-09,0.0,29,Nongzhanguan
2014-01-10,0.0,65,Nongzhanguan
2014-01-11,0.0,116,Nongzhanguan
2014-01-12,0.0,25,Nongzhanguan
2014-01-13,0.0,84,Nongzhanguan
2014-01-14,0.0,85,Nongzhanguan
2014-01-15,0.0,128,Nongzhanguan
2014-01-16,0.0,270,Nongzhanguan
2014-01-17,0.0,91,Nongzhanguan
2014-01-18,0.0,46,Nongzhanguan
2014-01-19,0.0,117,Nongzhanguan
2014-01-20,0.0,22,Nongzhanguan
2014-01-21,0.0,27,Nongzhanguan
2014-01-22,0.0,95,Nongzhanguan
2014-01-23,0.0,185,Nongzhanguan
2014-01-24,0.0,96,Nongzhanguan
2014-01-25,0.0,20,Nongzhanguan
2014-01-26,0.0,45,Nongzhanguan
2014-01-27,0.0,73,Nongzhanguan
2014-01-28,0.0,45,Nongzhanguan
2014-01-29,0.0,90,Nongzhanguan
2014-01-30,0.0,55,Nongzhanguan
2014-01-31,0.0,118,Nongzhanguan
2014-02-01,0.0,87,Nongzhanguan
2014-02-02,0.0,63,Nongzhanguan
2014-02-03,0.0,24,Nongzhanguan
2014-02-04,0.0,22,Nongzhanguan
2014-02-05,0.0,61,Nongzhanguan
2014-02-06,0.0,79,Nongzhanguan
2014-02-07,0.19166666666666665,52,Nongzhanguan
2014-02-08,0.04583333333333334,28,Nongzhanguan
2014-02-09,0.0,20,Nongzhanguan
2014-02-10,0.0,17,Nongzhanguan
2014-02-11,0.0,67,Nongzhanguan
2014-02-12,0.0,75,Nongzhanguan
2014-02-13,0.0,112,Nongzhanguan
2014-02-14,0.0,171,Nongzhanguan
2014-02-15,0.0,271,Nongzhanguan
2014-02-16,0.0,179,Nongzhanguan
2014-02-17,0.0,48,Nongzhanguan
2014-02-18,0.0,42,Nongzhanguan
2014-02-19,0.0,49,Nongzhanguan
2014-02-20,0.0,140,Nongzhanguan
2014-02-21,0.0,168,Nongzhanguan
2014-02-22,0.0,173,Nongzhanguan
2014-02-23,0.0,150,Nongzhanguan
2014-02-24,0.0,211,Nongzhanguan
2014-02-25,0.0,255,Nongzhanguan
2014-02-26,0.04583333333333334,216,Nongzhanguan
2014-02-27,0.0,22,Nongzhanguan
2014-02-28,0.0,54,Nongzhanguan
2014-03-01,0.0,53,Nongzhanguan
2014-03-02,0.0,106,Nongzhanguan
2014-03-03,0.0,159,Nongzhanguan
2014-03-04,0.0,40,Nongzhanguan
2014-03-05,0.0,19,Nongzhanguan
2014-03-06,0.0,20,Nongzhanguan
2014-03-07,0.0,44,Nongzhanguan
2014-03-08,0.0,114,Nongzhanguan
2014-03-09,0.0,80,Nongzhanguan
2014-03-10,0.0,70,Nongzhanguan
2014-03-11,0.0,121,Nongzhanguan
2014-03-12,0.0,28,Nongzhanguan
2014-03-13,0.0,38,Nongzhanguan
2014-03-14,0.0,45,Nongzhanguan
2014-03-15,0.0,104,Nongzhanguan
2014-03-16,0.0,109,Nongzhanguan
2014-03-17,0.0,131,Nongzhanguan
2014-03-18,0.0,69,Nongzhanguan
2014-03-19,0.0,54,Nongzhanguan
2014-03-20,0.0,25,Nongzhanguan
2014-03-21,0.0,33,Nongzhanguan
2014-03-22,0.0,77,Nongzhanguan
2014-03-23,0.0,106,Nongzhanguan
2014-03-24,0.0,142,Nongzhanguan
2014-03-25,0.0,135,Nongzhanguan
2014-03-26,0.0,189,Nongzhanguan
2014-03-27,0.0,179,Nongzhanguan
2014-03-28,0.024999999999999998,102,Nongzhanguan
2014-03-29,0.0,54,Nongzhanguan
2014-03-30,0.0,50,Nongzhanguan
2014-03-31,0.0,114,Nongzhanguan
2014-04-01,0.0,75,Nongzhanguan
2014-04-02,0.0,98,Nongzhanguan
2014-04-03,0.0,48,Nongzhanguan
2014-04-04,0.0,81,Nongzhanguan
2014-04-05,0.0,55,Nongzhanguan
2014-04-06,0.0,87,Nongzhanguan
2014-04-07,0.0,103,Nongzhanguan
2014-04-08,0.0,139,Nongzhanguan
2014-04-09,0.0,143,Nongzhanguan
2014-04-10,0.0,228,Nongzhanguan
2014-04-11,0.0,62,Nongzhanguan
2014-04-12,0.0,92,Nongzhanguan
2014-04-13,0.0,113,Nongzhanguan
2014-04-14,0.0,146,Nongzhanguan
2014-04-15,0.0,63,Nongzhanguan
2014-04-16,0.0,70,Nongzhanguan
2014-04-17,0.2041666666666667,73,Nongzhanguan
2014-04-18,0.0,78,Nongzhanguan
2014-04-19,0.0,41,Nongzhanguan
2014-04-20,0.0,43,Nongzhanguan
2014-04-21,0.0,45,Nongzhanguan
2014-04-22,0.0,61,Nongzhanguan
2014-04-23,0.008333333333333333,87,Nongzhanguan
2014-04-24,0.0,65,Nongzhanguan
2014-04-25,0.3666666666666667,105,Nongzhanguan
2014-04-26,0.25833333333333336,51,Nongzhanguan
2014-04-27,0.0,48,Nongzhanguan
2014-04-28,0.0,66,Nongzhanguan
2014-04-29,0.0,93,Nongzhanguan
2014-04-30,0.0,93,Nongzhanguan
2014-05-01,0.20833333333333334,115,Nongzhanguan
2014-05-02,0.008333333333333333,31,Nongzhanguan
2014-05-03,0.0,94,Nongzhanguan
2014-05-04,0.0,32,Nongzhanguan
2014-05-05,0.0,82,Nongzhanguan
2014-05-06,0.016666666666666666,102,Nongzhanguan
2014-05-07,0.0,65,Nongzhanguan
2014-05-08,0.0,68,Nongzhanguan
2014-05-09,0.0,66,Nongzhanguan
2014-05-10,0.0625,54,Nongzhanguan
2014-05-11,1.1125,29,Nongzhanguan
2014-05-12,0.0,40,Nongzhanguan
2014-05-13,0.0,75,Nongzhanguan
2014-05-14,0.0,39,Nongzhanguan
2014-05-15,0.0,120,Nongzhanguan
2014-05-16,0.0,76,Nongzhanguan
2014-05-17,0.0,70,Nongzhanguan
2014-05-18,0.0,99,Nongzhanguan
2014-05-19,0.008333333333333333,96,Nongzhanguan
2014-05-20,0.0,77,Nongzhanguan
2014-05-21,0.0,100,Nongzhanguan
2014-05-22,0.0,125,Nongzhanguan
2014-05-23,0.0,92,Nongzhanguan
2014-05-24,0.5083333333333333,60,Nongzhanguan
2014-05-25,0.0,85,Nongzhanguan
2014-05-26,0.0,49,Nongzhanguan
2014-05-27,0.0,85,Nongzhanguan
2014-05-28,0.0,61,Nongzhanguan
2014-05-29,0.0,81,Nongzhanguan
2014-05-30,0.0,123,Nongzhanguan
2014-05-31,0.5875,135,Nongzhanguan
2014-06-01,0.26666666666666666,55,Nongzhanguan
2014-06-02,0.0,43,Nongzhanguan
2014-06-03,0.0,44,Nongzhanguan
2014-06-04,0.0,61,Nongzhanguan
2014-06-05,0.0,63,Nongzhanguan
2014-06-06,0.6833333333333335,59,Nongzhanguan
2014-06-07,0.0,24,Nongzhanguan
2014-06-08,0.17500000000000002,50,Nongzhanguan
2014-06-09,0.004166666666666667,36,Nongzhanguan
2014-06-10,0.2583333333333333,55,Nongzhanguan
2014-06-11,0.0,32,Nongzhanguan
2014-06-12,0.0,42,Nongzhanguan
2014-06-13,0.35833333333333334,65,Nongzhanguan
2014-06-14,0.0,50,Nongzhanguan
2014-06-15,1.0125,112,Nongzhanguan
2014-06-16,0.012499999999999999,96,Nongzhanguan
2014-06-17,2.3291666666666666,55,Nongzhanguan
2014-06-18,0.0,44,Nongzhanguan
2014-06-19,0.0,85,Nongzhanguan
2014-06-20,0.22916666666666666,37,Nongzhanguan
2014-06-21,0.15416666666666667,39,Nongzhanguan
2014-06-22,0.0,34,Nongzhanguan
2014-06-23,0.0,37,Nongzhanguan
2014-06-24,0.0,62,Nongzhanguan
2014-06-25,0.0,73,Nongzhanguan
2014-06-26,0.0,79,Nongzhanguan
2014-06-27,0.0,30,Nongzhanguan
2014-06-28,0.0,31,Nongzhanguan
2014-06-29,0.0,56,Nongzhanguan
2014-06-30,0.0,71,Nongzhanguan
2014-07-01,0.9541666666666666,82,Nongzhanguan
2014-07-02,0.5125000000000001,37,Nongzhanguan
2014-07-03,0.0,122,Nongzhanguan
2014-07-04,0.0,108,Nongzhanguan
2014-07-05,0.0,71,Nongzhanguan
2014-07-06,0.0,115,Nongzhanguan
2014-07-07,0.0,104,Nongzhanguan
2014-07-08,0.0,65,Nongzhanguan
2014-07-09,0.0,36,Nongzhanguan
2014-07-10,0.0,51,Nongzhanguan
2014-07-11,0.0,46,Nongzhanguan
2014-07-12,0.0,33,Nongzhanguan
2014-07-13,0.0,37,Nongzhanguan
2014-07-14,0.0,45,Nongzhanguan
2014-07-15,0.049999999999999996,75,Nongzhanguan
2014-07-16,0.13333333333333333,73,Nongzhanguan
2014-07-17,0.0,79,Nongzhanguan
2014-07-18,0.0,80,Nongzhanguan
2014-07-19,0.008333333333333333,48,Nongzhanguan
2014-07-20,0.0,47,Nongzhanguan
2014-07-21,0.0,27,Nongzhanguan
2014-07-22,0.0,18,Nongzhanguan
2014-07-23,0.0,40,Nongzhanguan
2014-07-24,0.0,79,Nongzhanguan
2014-07-25,0.0,55,Nongzhanguan
2014-07-26,0.0,81,Nongzhanguan
2014-07-27,0.0,86,Nongzhanguan
2014-07-28,0.0,80,Nongzhanguan
2014-07-29,0.8250000000000001,83,Nongzhanguan
2014-07-30,0.37916666666666665,73,Nongzhanguan
2014-07-31,0.0,108,Nongzhanguan
2014-08-01,0.0,77,Nongzhanguan
2014-08-02,0.0,67,Nongzhanguan
2014-08-03,0.0,77,Nongzhanguan
2014-08-04,0.4375,25,Nongzhanguan
2014-08-05,0.0,25,Nongzhanguan
2014-08-06,0.0,36,Nongzhanguan
2014-08-07,0.0,56,Nongzhanguan
2014-08-08,0.0,54,Nongzhanguan
2014-08-09,0.13333333333333333,66,Nongzhanguan
2014-08-10,0.0,43,Nongzhanguan
2014-08-11,0.0,31,Nongzhanguan
2014-08-12,0.1125,38,Nongzhanguan
2014-08-13,0.4124999999999999,22,Nongzhanguan
2014-08-14,0.0,29,Nongzhanguan
2014-08-15,0.0,46,Nongzhanguan
2014-08-16,0.0,68,Nongzhanguan
2014-08-17,0.0,54,Nongzhanguan
2014-08-18,0.0,52,Nongzhanguan
2014-08-19,0.0,66,Nongzhanguan
2014-08-20,0.0,77,Nongzhanguan
2014-08-21,0.0,101,Nongzhanguan
2014-08-22,0.0,51,Nongzhanguan
2014-08-23,0.6416666666666667,92,Nongzhanguan
2014-08-24,0.05416666666666667,30,Nongzhanguan
2014-08-25,0.0,26,Nongzhanguan
2014-08-26,0.0,38,Nongzhanguan
2014-08-27,0.0,68,Nongzhanguan
2014-08-28,0.05000000000000001,70,Nongzhanguan
2014-08-29,0.0625,49,Nongzhanguan
2014-08-30,0.5333333333333333,87,Nongzhanguan
2014-08-31,0.0625,44,Nongzhanguan
2014-09-01,1.3666666666666665,57,Nongzhanguan
2014-09-02,1.6749999999999998,25,Nongzhanguan
2014-09-03,0.0,21,Nongzhanguan
2014-09-04,0.0,48,Nongzhanguan
2014-09-05,0.0,84,Nongzhanguan
2014-09-06,0.0,85,Nongzhanguan
2014-09-07,0.0,99,Nongzhanguan
2014-09-08,0.0,31,Nongzhanguan
2014-09-09,0.0,53,Nongzhanguan
2014-09-10,0.0,66,Nongzhanguan
2014-09-11,0.0,84,Nongzhanguan
2014-09-12,0.03333333333333333,46,Nongzhanguan
2014-09-13,0.0,56,Nongzhanguan
2014-09-14,0.0,44,Nongzhanguan
2014-09-15,0.0,40,Nongzhanguan
2014-09-16,0.0,60,Nongzhanguan
2014-09-17,0.0,37,Nongzhanguan
2014-09-18,0.0,58,Nongzhanguan
2014-09-19,0.07916666666666666,83,Nongzhanguan
2014-09-20,0.0,88,Nongzhanguan
2014-09-21,0.0,75,Nongzhanguan
2014-09-22,0.07916666666666666,77,Nongzhanguan
2014-09-23,0.8041666666666667,32,Nongzhanguan
2014-09-24,0.41250000000000003,26,Nongzhanguan
2014-09-25,0.0,76,Nongzhanguan
2014-09-26,0.17916666666666667,82,Nongzhanguan
2014-09-27,0.0,32,Nongzhanguan
2014-09-28,0.0,80,Nongzhanguan
2014-09-29,0.0,50,Nongzhanguan
2014-09-30,0.0,33,Nongzhanguan
2014-10-01,0.525,73,Nongzhanguan
2014-10-02,0.004166666666666667,33,Nongzhanguan
2014-10-03,0.0375,80,Nongzhanguan
2014-10-04,0.012500000000000002,44,Nongzhanguan
2014-10-05,0.0,18,Nongzhanguan
2014-10-06,0.0,27,Nongzhanguan
2014-10-07,0.0,113,Nongzhanguan
2014-10-08,0.041666666666666664,191,Nongzhanguan
2014-10-09,0.0,209,Nongzhanguan
2014-10-10,0.0,191,Nongzhanguan
2014-10-11,0.0,120,Nongzhanguan
2014-10-12,0.0,15,Nongzhanguan
2014-10-13,0.0,16,Nongzhanguan
2014-10-14,0.0,60,Nongzhanguan
2014-10-15,0.0,73,Nongzhanguan
2014-10-16,0.0,62,Nongzhanguan
2014-10-17,0.0,118,Nongzhanguan
2014-10-18,0.0,176,Nongzhanguan
2014-10-19,0.0,195,Nongzhanguan
2014-10-20,0.0,129,Nongzhanguan
2014-10-21,0.0,30,Nongzhanguan
2014-10-22,0.0,97,Nongzhanguan
2014-10-23,0.0,119,Nongzhanguan
2014-10-24,0.0,174,Nongzhanguan
2014-10-25,0.0,217,Nongzhanguan
2014-10-26,0.0,49,Nongzhanguan
2014-10-27,0.0,33,Nongzhanguan
2014-10-28,0.0,71,Nongzhanguan
2014-10-29,0.0,120,Nongzhanguan
2014-10-30,0.0,157,Nongzhanguan
2014-10-31,0.0,114,Nongzhanguan
2014-11-01,0.0,40,Nongzhanguan
2014-11-02,0.0,17,Nongzhanguan
2014-11-03,0.0,30,Nongzhanguan
2014-11-04,0.0,102,Nongzhanguan
2014-11-05,0.0,60,Nongzhanguan
2014-11-06,0.0,21,Nongzhanguan
2014-11-07,0.0,47,Nongzhanguan
2014-11-08,0.0,50,Nongzhanguan
2014-11-09,0.0,45,Nongzhanguan
2014-11-10,0.008333333333333333,53,Nongzhanguan
2014-11-11,0.0,50,Nongzhanguan
2014-11-12,0.0,25,Nongzhanguan
2014-11-13,0.0,26,Nongzhanguan
2014-11-14,0.0,39,Nongzhanguan
2014-11-15,0.0,140,Nongzhanguan
2014-11-16,0.0,85,Nongzhanguan
2014-11-17,0.0,21,Nongzhanguan
2014-11-18,0.004166666666666667,71,Nongzhanguan
2014-11-19,0.0,232,Nongzhanguan
2014-11-20,0.0,268,Nongzhanguan
2014-11-21,0.0,118,Nongzhanguan
2014-11-22,0.0,33,Nongzhanguan
2014-11-23,0.0,94,Nongzhanguan
2014-11-24,0.0,68,Nongzhanguan
2014-11-25,0.0,125,Nongzhanguan
2014-11-26,0.0,210,Nongzhanguan
2014-11-27,0.0,74,Nongzhanguan
2014-11-28,0.0,94,Nongzhanguan
2014-11-29,0.020833333333333332,229,Nongzhanguan
2014-11-30,0.0,135,Nongzhanguan
2014-12-01,0.0,51,Nongzhanguan
2014-12-02,0.0,38,Nongzhanguan
2014-12-03,0.0,38,Nongzhanguan
2014-12-04,0.0,24,Nongzhanguan
2014-12-05,0.0,34,Nongzhanguan
2014-12-06,0.0,59,Nongzhanguan
2014-12-07,0.0,45,Nongzhanguan
2014-12-08,0.0,47,Nongzhanguan
2014-12-09,0.0,230,Nongzhanguan
2014-12-10,0.0,153,Nongzhanguan
2014-12-11,0.0,24,Nongzhanguan
2014-12-12,0.0,28,Nongzhanguan
2014-12-13,0.0,45,Nongzhanguan
2014-12-14,0.0,81,Nongzhanguan
2014-12-15,0.0,85,Nongzhanguan
2014-12-16,0.0,20,Nongzhanguan
2014-12-17,0.0,81,Nongzhanguan
2014-12-18,0.0,118,Nongzhanguan
2014-12-19,0.0,40,Nongzhanguan
2014-12-20,0.0,13,Nongzhanguan
2014-12-21,0.0,21,Nongzhanguan
2014-12-22,0.0,83,Nongzhanguan
2014-12-23,0.0,81,Nongzhanguan
2014-12-24,0.0,21,Nongzhanguan
2014-12-25,0.0,22,Nongzhanguan
2014-12-26,0.0,112,Nongzhanguan
2014-12-27,0.0,164,Nongzhanguan
2014-12-28,0.0,146,Nongzhanguan
2014-12-29,0.0,133,Nongzhanguan
2014-12-30,0.0,49,Nongzhanguan
2014-12-31,0.0,36,Nongzhanguan
2015-01-01,0.0,39,Nongzhanguan
2015-01-02,0.0,48,Nongzhanguan
2015-01-03,0.0,140,Nongzhanguan
2015-01-04,0.0,146,Nongzhanguan
2015-01-05,0.0,101,Nongzhanguan
2015-01-06,0.0,33,Nongzhanguan
2015-01-07,0.0,61,Nongzhanguan
2015-01-08,0.0,124,Nongzhanguan
2015-01-09,0.0,77,Nongzhanguan
2015-01-10,0.0,136,Nongzhanguan
2015-01-11,0.0,29,Nongzhanguan
2015-01-12,0.0,67,Nongzhanguan
2015-01-13,0.0,129,Nongzhanguan
2015-01-14,0.0,157,Nongzhanguan
2015-01-15,0.0,208,Nongzhanguan
2015-01-16,0.0,84,Nongzhanguan
2015-01-17,0.0,42,Nongzhanguan
2015-01-18,0.0,91,Nongzhanguan
2015-01-19,0.0,50,Nongzhanguan
2015-01-20,0.0,69,Nongzhanguan
2015-01-21,0.0,17,Nongzhanguan
2015-01-22,0.0,84,Nongzhanguan
2015-01-23,0.0,154,Nongzhanguan
2015-01-24,0.008333333333333333,61,Nongzhanguan
2015-01-25,0.0,73,Nongzhanguan
2015-01-26,0.0,73,Nongzhanguan
2015-01-27,0.0,19,Nongzhanguan
2015-01-28,0.0,35,Nongzhanguan
2015-01-29,0.0,47,Nongzhanguan
2015-01-30,0.0,23,Nongzhanguan
2015-01-31,0.0,26,Nongzhanguan
2015-02-01,0.0,61,Nongzhanguan
2015-02-02,0.004166666666666667,101,Nongzhanguan
2015-02-03,0.0,69,Nongzhanguan
2015-02-04,0.0,26,Nongzhanguan
2015-02-05,0.0,23,Nongzhanguan
2015-02-06,0.0,54,Nongzhanguan
2015-02-07,0.0,29,Nongzhanguan
2015-02-08,0.0,21,Nongzhanguan
2015-02-09,0.0,83,Nongzhanguan
2015-02-10,0.0,95,Nongzhanguan
2015-02-11,0.0,44,Nongzhanguan
2015-02-12,0.0,27,Nongzhanguan
2015-02-13,0.0,86,Nongzhanguan
2015-02-14,0.0,170,Nongzhanguan
2015-02-15,0.0,189,Nongzhanguan
2015-02-16,0.0,87,Nongzhanguan
2015-02-17,0.0,21,Nongzhanguan
2015-02-18,0.0,32,Nongzhanguan
2015-02-19,0.008333333333333333,122,Nongzhanguan
2015-02-20,0.3,80,Nongzhanguan
2015-02-21,0.008333333333333333,159,Nongzhanguan
2015-02-22,0.0,158,Nongzhanguan
2015-02-23,0.0,59,Nongzhanguan
2015-02-24,0.0,127,Nongzhanguan
2015-02-25,0.0,53,Nongzhanguan
2015-02-26,0.0,22,Nongzhanguan
2015-02-27,0.0,20,Nongzhanguan
2015-02-28,0.041666666666666664,84,Nongzhanguan
2015-03-01,0.0,48,Nongzhanguan
2015-03-02,0.0,54,Nongzhanguan
2015-03-03,0.0,26,Nongzhanguan
2015-03-04,0.0,19,Nongzhanguan
2015-03-05,0.0,73,Nongzhanguan
2015-03-06,0.0,123,Nongzhanguan
2015-03-07,0.0,149,Nongzhanguan
2015-03-08,0.0,80,Nongzhanguan
2015-03-09,0.0,24,Nongzhanguan
2015-03-10,0.0,21,Nongzhanguan
2015-03-11,0.0,35,Nongzhanguan
2015-03-12,0.0,51,Nongzhanguan
2015-03-13,0.0,46,Nongzhanguan
2015-03-14,0.0,60,Nongzhanguan
2015-03-15,0.0,111,Nongzhanguan
2015-03-16,0.0,160,Nongzhanguan
2015-03-17,0.0,141,Nongzhanguan
2015-03-18,0.0,39,Nongzhanguan
2015-03-19,0.0,118,Nongzhanguan
2015-03-20,0.0,116,Nongzhanguan
2015-03-21,0.0,64,Nongzhanguan
2015-03-22,0.0,64,Nongzhanguan
2015-03-23,0.0,49,Nongzhanguan
2015-03-24,0.0,69,Nongzhanguan
2015-03-25,0.0,86,Nongzhanguan
2015-03-26,0.0,91,Nongzhanguan
2015-03-27,0.0,88,Nongzhanguan
2015-03-28,0.0,130,Nongzhanguan
2015-03-29,0.0,168,Nongzhanguan
2015-03-30,0.0,188,Nongzhanguan
2015-03-31,0.275,95,Nongzhanguan
2015-04-01,0.029166666666666664,37,Nongzhanguan
2015-04-02,0.6541666666666667,24,Nongzhanguan
2015-04-03,0.0,32,Nongzhanguan
2015-04-04,0.0,41,Nongzhanguan
2015-04-05,0.0,56,Nongzhanguan
2015-04-06,0.0,28,Nongzhanguan
2015-04-07,0.0,26,Nongzhanguan
2015-04-08,0.0,68,Nongzhanguan
2015-04-09,0.0,104,Nongzhanguan
2015-04-10,0.0,104,Nongzhanguan
2015-04-11,0.6958333333333333,95,Nongzhanguan
2015-04-12,0.11666666666666665,27,Nongzhanguan
2015-04-13,0.008333333333333333,37,Nongzhanguan
2015-04-14,0.0,46,Nongzhanguan
2015-04-15,0.0,134,Nongzhanguan
2015-04-16,0.0,79,Nongzhanguan
2015-04-17,0.0,108,Nongzhanguan
2015-04-18,0.012499999999999999,158,Nongzhanguan
2015-04-19,0.0,67,Nongzhanguan
2015-04-20,0.0,68,Nongzhanguan
2015-04-21,0.0,73,Nongzhanguan
2015-04-22,0.0,65,Nongzhanguan
2015-04-23,0.0,66,Nongzhanguan
2015-04-24,0.0,102,Nongzhanguan
2015-04-25,0.0,99,Nongzhanguan
2015-04-26,0.0,106,Nongzhanguan
2015-04-27,0.15416666666666667,77,Nongzhanguan
2015-04-28,0.0,38,Nongzhanguan
2015-04-29,0.0,77,Nongzhanguan
2015-04-30,0.0,80,Nongzhanguan
2015-05-01,0.2791666666666667,81,Nongzhanguan
2015-05-02,0.0,35,Nongzhanguan
2015-05-03,0.0,60,Nongzhanguan
2015-05-04,0.0,36,Nongzhanguan
2015-05-05,0.0,53,Nongzhanguan
2015-05-06,0.0,42,Nongzhanguan
2015-05-07,0.0,70,Nongzhanguan
2015-05-08,0.0,59,Nongzhanguan
